lakeid,sampledate,depth,ca,mg,na,k,cl,so4,cond,ph,alk,dic,temp,bicarbonate,carbonate,alkalinity_calculated,Lake,Lat,Long
SP,2009-08-19,17,12.4,3.41,3.32,0.79,8.63,1.88,107,6.75,745,12.24,7,39.9742015202451,0.006571266329470514,655.1848694875354,Sparkling Lake,46.007733,-89.701183
SP,2009-11-11,0,12.350000000000001,3.505,3.385,0.76,8.695,2.42,108,7.58,733.5,8.535,7.7,40.07833363395092,0.04549334402990301,658.4181956972296,Sparkling Lake,46.007733,-89.701183
SP,2009-11-11,10,12.3,3.5,3.37,0.76,8.94,2.26,107,7.57,728,8.32,7.6,38.99485425545041,0.043126433337051615,640.578852594358,Sparkling Lake,46.007733,-89.701183
SP,2009-11-11,18,12.5,3.5,3.41,0.76,8.85,2.28,108,7.55,741,8.26,7.6,38.57646440814799,0.04074353083767639,633.637291879946,Sparkling Lake,46.007733,-89.701183
SP,2010-02-11,0,13.350000000000001,4.05,3.86,0.935,10.035,2.9,122,8.15,852,11.875,0.2,58.57882147730009,0.1939357322896352,966.6608568830372,Sparkling Lake,46.007733,-89.701183
SP,2010-02-11,10,11.6,3.55,3.29,0.79,9.16,2.57,110,7.34,755,13.56,3.4,59.533373391719614,0.033994636549976386,976.8055713394357,Sparkling Lake,46.007733,-89.701183
SP,2010-02-11,17,12.2,3.73,3.4,0.84,9.27,2.38,115,6.86,815,14.8,4.1,51.3465103792631,0.00993128782813318,841.7154687675728,Sparkling Lake,46.007733,-89.701183
SP,2010-04-12,0,13.5,3.54,3.53,0.73,8.77,2.27,107,7.74,767,8.92,7.5,42.84137450131391,0.06987069284125613,704.5597770649811,Sparkling Lake,46.007733,-89.701183
SP,2010-04-12,10,13.4,3.53,3.52,0.735,9.04,2.255,108,7.734999999999999,771,9.745000000000001,6.4,46.70989779982572,0.07283098388875807,768.0451632447213,Sparkling Lake,46.007733,-89.701183
SP,2010-04-12,18,13.5,3.57,3.54,0.73,9.25,2.15,108,7.43,765,12.11,5.8,54.91669920700098,0.04164415153051604,901.4260285534776,Sparkling Lake,46.007733,-89.701183
SP,2010-08-03,0,11.3,3.23,3.13,0.67,8.61,2.64,105,8.45,695,7.4,24.6,36.819371607529135,0.47383676290511284,621.9829253477936,Sparkling Lake,46.007733,-89.701183
SP,2010-08-03,5,11.3,3.23,3.16,0.67,8.69,2.63,NA,8.43,708,7.6,23.8,37.82668464451395,0.4572162905147565,637.6549646744235,Sparkling Lake,46.007733,-89.701183
SP,2010-08-03,10,11.45,3.295,3.1799999999999997,0.73,8.870000000000001,2.625,108,8.155,730,8.315000000000001,13.3,41.250821700466176,0.20619540589167354,683.4779794275059,Sparkling Lake,46.007733,-89.701183
SP,2010-08-03,12,11.9,3.36,3.28,0.74,8.78,2.51,NA,7.51,730,8.4,10.8,39.17037551205605,0.04140672231864001,643.408293894289,Sparkling Lake,46.007733,-89.701183
SP,2010-08-03,15,12,3.31,3.26,0.77,8.82,2,NA,6.8,753,11.55,8.4,39.676182788165455,0.007631477387270136,650.3588145604674,Sparkling Lake,46.007733,-89.701183
SP,2010-08-03,17,12.2,3.4,3.28,0.82,8.78,1.55,111,6.81,767,13.96,8,48.16560245993013,0.009368399083568056,789.551910563696,Sparkling Lake,46.007733,-89.701183
SP,2010-11-11,0,11.5,3.36,3.22,0.7,8.8,2.62,107,7.6,728,8,9.1,37.776202162846154,0.04679614995961369,620.7506186244639,Sparkling Lake,46.007733,-89.701183
SP,2010-11-11,10,11.6,3.38,3.21,0.7,8.83,2.63,107,7.56,710,8.44,8.8,39.57253901922272,0.04431812667426027,650.0934068464876,Sparkling Lake,46.007733,-89.701183
SP,2010-11-11,18,11.5,3.425,3.235,0.71,8.825,2.615,107.5,7.515,706,7.66,8.7,35.61636900993804,0.035856164166640024,584.9611262675004,Sparkling Lake,46.007733,-89.701183
SP,2011-02-14,0,13.5,3.9,3.78,0.85,10.4,2.93,124,7.71,868,9.17,0.3,43.37299007051692,0.05231671782663311,712.6179775227433,Sparkling Lake,46.007733,-89.701183
SP,2011-02-14,10,11.8,3.42,3.2800000000000002,0.735,9.135000000000002,2.6550000000000002,109,7.235,714,8.3,3.7,35.18984977795784,0.01593319600634894,577.2221028078085,Sparkling Lake,46.007733,-89.701183
SP,2011-02-14,18,13.3,3.56,3.34,0.86,9.27,0.6,130,7.07,939,16.97,4.8,67.28612037534829,0.021583972700645587,1103.397651059649,Sparkling Lake,46.007733,-89.701183
SP,2011-05-03,0,13.1,3.51,3.37,0.73,8.97,2.62,108,7.48,718,8.68,5.8,39.82107602526344,0.03388149642562914,653.7780386637738,Sparkling Lake,46.007733,-89.701183
SP,2011-05-03,10,11.4,3.295,3.205,0.71,8.85,2.53,108.5,7.485,714.5,8.44,5.1,38.69664661762908,0.03258371416705455,635.303891945637,Sparkling Lake,46.007733,-89.701183
SP,2011-05-03,18,11.4,3.32,3.18,0.7,8.87,2.54,108,7.47,721,8.28,5.1,37.83537427608309,0.03077692954535675,621.1253211528791,Sparkling Lake,46.007733,-89.701183
SP,2011-08-22,0,11.77,3.3,3.3,0.7,9.33,2.45,109,8.25,678,7.48,23.1,37.222739853183796,0.2928802354193473,621.3481408041476,Sparkling Lake,46.007733,-89.701183
SP,2011-08-22,5,11.59,3.3,3.26,0.7,9.32,2.39,NA,8.24,672,7.66,22.7,38.11374619011894,0.29055833126052366,635.7910717153893,Sparkling Lake,46.007733,-89.701183
SP,2011-08-22,8,11.6,3.275,3.2350000000000003,0.71,8.93,2.335,107.5,8.9,670.5,7.12,17.2,34.97051375084939,1.0736550202582142,613.2313567336736,Sparkling Lake,46.007733,-89.701183
SP,2011-08-22,12,11.39,3.25,3.19,0.7,9.04,2.35,NA,7.55,679,8.15,9.2,38.172825553158326,0.04226774591975992,627.085990326871,Sparkling Lake,46.007733,-89.701183
SP,2011-08-22,15,11.68,3.31,3.28,0.77,9.04,2.01,NA,6.76,705,10.01,7.1,32.98735208975133,0.005565888126920577,540.6494053013809,Sparkling Lake,46.007733,-89.701183
SP,2011-08-22,18,12.19,3.32,3.25,0.79,9.06,1.04,115,6.81,770,12.54,6.3,42.68928316710642,0.007886600408898832,699.7496731681529,Sparkling Lake,46.007733,-89.701183
SP,2012-02-21,0,13.035,3.665,3.42,0.575,10.055,2.8049999999999997,120,7.78,714,8.280000000000001,0.9,39.594066353131446,0.057281616127748736,650.8690456985454,Sparkling Lake,46.007733,-89.701183
SP,2012-02-21,10,12.24,3.44,3.13,0.51,9.45,2.62,113,7.25,707,8.43,3.7,35.94199462260446,0.01684564563973119,589.582267292416,Sparkling Lake,46.007733,-89.701183
SP,2012-02-21,17,13.55,3.42,3.16,0.65,9.15,1.05,133,7.12,882,16.24,4.5,65.8593910749697,0.02347890915787064,1080.0895519404357,Sparkling Lake,46.007733,-89.701183
SP,2012-04-02,0,11.4,3.38,2.91,0.45,9.26,2.36,111,7.46,637,7.95,6.6,36.380182530764365,0.030299588865234522,597.2665424306313,Sparkling Lake,46.007733,-89.701183
SP,2012-04-02,10,11.4,3.36,2.83,0.43,9.11,2.36,111,7.42,674,7.92,5.9,35.83705131951957,0.026639831551342485,588.23090680877,Sparkling Lake,46.007733,-89.701183
SP,2012-04-02,18,11.309999999999999,3.4050000000000002,3.13,0.42000000000000004,9.265,2.38,111,7.359999999999999,670,8.76,5.5,38.96463502521227,0.02491467961980591,639.4167329535499,Sparkling Lake,46.007733,-89.701183
SP,2012-08-23,0,12.225,3.5599999999999996,3.51,0.565,5.15,1.27,111,8.49,699,7.215,21.6,35.89971218483579,0.47511604207444097,606.5880481185909,Sparkling Lake,46.007733,-89.701183
SP,2012-08-23,8,12.27,3.54,3.53,0.57,9.42,2.22,NA,8.54,712,7.19,21.3,35.74925744868776,0.5273272273847128,606.0924415175814,Sparkling Lake,46.007733,-89.701183
SP,2012-08-23,10,12.16,3.52,3.34,0.58,9.32,2.62,110,8.67,693,7.26,16,36.04277123271012,0.6324756885975966,614.0801462283171,Sparkling Lake,46.007733,-89.701183
SP,2012-08-23,12,12.3,3.57,3.36,0.57,9.31,2.58,NA,7.38,694,8.4,11.4,38.152620727342985,0.030402999754466035,626.3287031877471,Sparkling Lake,46.007733,-89.701183
SP,2012-08-23,15,12.63,3.59,3.59,0.61,9.32,2.36,NA,6.88,733,9.8,9.1,35.76634068086626,0.008442408046716253,586.3391923858901,Sparkling Lake,46.007733,-89.701183
SP,2012-08-23,18,13.46,3.69,3.69,0.67,9.29,1.11,122,6.76,850,12.75,8.1,42.369188400269174,0.00736664989827098,694.4681563091569,Sparkling Lake,46.007733,-89.701183
SP,2012-11-12,0,11.34,3.4,1.51,0.56,9.88,2.33,112,7.47,985,9.65,7.1,44.30958633443057,0.03834287842228689,727.4936390604239,Sparkling Lake,46.007733,-89.701183
SP,2012-11-12,10,11.325,3.39,1.645,0.565,9.74,2.44,112,7.46,983.5,8.985,7.3,41.184595488739305,0.03503881445074249,676.1674205868661,Sparkling Lake,46.007733,-89.701183
SP,2012-11-12,18,11.15,3.35,1.59,0.55,9.57,2.32,112,7.45,968,9.56,7.2,43.71181025220548,0.036232718291650666,717.6224446289992,Sparkling Lake,46.007733,-89.701183
SP,2013-02-25,0,11.92,3.46,3.46,0.71,10.47,2.9,116,7.57,700,9.18,0.3,42.34042859150753,0.03699784060815525,695.160845897221,Sparkling Lake,46.007733,-89.701183
SP,2013-02-25,10,11.58,3.38,3.31,0.68,10.03,2.84,113,7.21,687,7.69,3.2,32.21284024209537,0.013546948953189177,528.346550183949,Sparkling Lake,46.007733,-89.701183
SP,2013-02-25,18,15,4.045,3.49,0.935,10.079999999999998,0.79,150.5,7.074999999999999,1116.5,17.985,4.6,71.40888521948737,0.023024863417659282,1171.0138592859369,Sparkling Lake,46.007733,-89.701183
SP,2013-05-16,0,12.02,3.3449999999999998,3.46,0.675,9.89,2.83,109.5,7.49,977.5,7.9750000000000005,8.1,36.854059237214315,0.03441162764998349,605.1864452474277,Sparkling Lake,46.007733,-89.701183
SP,2013-05-16,10,12.13,3.33,3.45,0.67,9.89,2.84,110,7.39,963,7.66,5.8,34.3847829583297,0.02378022062542854,564.3278749625623,Sparkling Lake,46.007733,-89.701183
SP,2013-05-16,18,11.77,3.34,3.46,0.68,10,2.89,111,7.21,972,8.1,4.8,34.17881717885522,0.015134320399374254,560.6237123503928,Sparkling Lake,46.007733,-89.701183
SP,2013-08-05,0,11.36,3.28,3.45,0.67,9.73,2.63,109,8.25,963,9.26,20.3,46.0776977081993,0.3408034122032708,767.7591378171645,Sparkling Lake,46.007733,-89.701183
SP,2013-08-05,5,11.29,3.26,3.46,0.68,9.59,2.96,NA,8.26,982,8.91,20.4,44.341949282098334,0.33637076517237474,739.2039004631657,Sparkling Lake,46.007733,-89.701183
SP,2013-08-05,8,11.51,3.295,3.3449999999999998,0.69,9.39,2.79,110,8.6,988,8.585,11.4,42.73833890548846,0.565209820796139,720.588049097111,Sparkling Lake,46.007733,-89.701183
SP,2013-08-05,12,11.28,3.29,3.38,0.7,9.42,2.86,NA,7.53,969,9.99,6.8,46.408750273996866,0.045690481189033544,762.1535496081634,Sparkling Lake,46.007733,-89.701183
SP,2013-08-05,16,11.81,3.37,3.4,0.73,9.44,2.9,NA,6.73,1011,13.14,5.6,41.66026852860373,0.006264182533842216,682.7969255741556,Sparkling Lake,46.007733,-89.701183
SP,2013-08-05,18,12.63,3.5,3.43,0.76,9.46,2.22,119,6.71,1117,13.01,5.5,40.49047044087013,0.005796121983723577,663.6003389601618,Sparkling Lake,46.007733,-89.701183
SP,2013-11-13,0,11.71,3.38,3.41,0.69,9.71,2.49,111,7.42,970,8.54,5.9,38.642477054128406,0.028725272910159694,634.2781078468918,Sparkling Lake,46.007733,-89.701183
SP,2013-11-13,10,11.71,3.375,3.4800000000000004,0.7,9.735,2.51,111,7.405,974.5,8.395,5.9,37.84268451350853,0.027175725237092687,621.1156478422153,Sparkling Lake,46.007733,-89.701183
SP,2013-11-13,18,11.82,3.4,3.44,0.69,9.73,2.5,111,7.4,980,8.13,5.9,36.600893142084814,0.025983095468345558,600.7233265718338,Sparkling Lake,46.007733,-89.701183
SP,2014-02-17,0,11.81,3.59,3.46,0.74,10.71,3.09,120,7.44,760,9.56,0.4,42.754213504822474,0.02779080537853947,701.6150425413375,Sparkling Lake,46.007733,-89.701183
SP,2014-02-17,10,11.48,3.37,3.21,0.68,10.07,3.04,114,7.16,722,10.99,3.4,45.12157244325716,0.01702292306056896,740.011807966406,Sparkling Lake,46.007733,-89.701183
SP,2014-02-17,18,13.075,3.59,3.2350000000000003,0.81,10.345,0.645,132,7.055,961,13.33,4.1,52.2318715951309,0.015828152407385554,856.4789798766031,Sparkling Lake,46.007733,-89.701183
SP,2014-05-19,0,10.92,3.24,2.77,0.63,9.39,2.73,104,7.89,659,6.47,9.4,31.591320716026413,0.07697341060315208,520.5135184347333,Sparkling Lake,46.007733,-89.701183
SP,2014-05-19,10,11.675,3.4450000000000003,2.99,0.66,9.995000000000001,2.79,114,7.16,709,8.805,4.7,36.38648612836771,0.01431419148680286,596.7665501072581,Sparkling Lake,46.007733,-89.701183
SP,2014-05-19,18,12.6,3.69,3.2,0.72,10.54,2.64,121,6.85,762,10.38,4.3,35.80884338817178,0.0068119766316316775,586.9637737315455,Sparkling Lake,46.007733,-89.701183
SP,2014-08-12,0,10.62,3.19,3.5,0.66,10.05,2.56,108,7.64,669,7.82,22.1,37.644179636813995,0.07115201231553991,619.6461020330387,Sparkling Lake,46.007733,-89.701183
SP,2014-08-12,5,10.73,3.19,3.5,0.67,10.04,2.55,NA,8.01,664,8.01,22.1,39.612843608735055,0.17551949853846133,655.8761193057051,Sparkling Lake,46.007733,-89.701183
SP,2014-08-12,8,10.785,3.26,3.355,0.69,9.715,2.5949999999999998,109,8.39,675.5,7.76,10,38.65806689046933,0.3030441526533753,644.3765921259496,Sparkling Lake,46.007733,-89.701183
SP,2014-08-12,10,11.45,3.35,3.44,0.71,10.1,2.64,NA,7.48,701,8.53,6.9,39.233713417081894,0.03453093212989501,644.1799617465402,Sparkling Lake,46.007733,-89.701183
SP,2014-08-12,15,12.05,3.51,3.58,0.75,10.36,2.43,NA,6.75,733,11.3,4.8,36.16873559401724,0.005553147658713184,592.7814075817764,Sparkling Lake,46.007733,-89.701183
SP,2014-08-12,18,13.35,3.7,3.66,0.84,10.32,0.89,131,6.89,904,15.96,4.8,56.87994172551055,0.012054939568791629,932.4838140601813,Sparkling Lake,46.007733,-89.701183
SP,2014-11-10,0,11.82,3.41,3.76,0.71,9.94,3.04,112,7.36,701,8.43,6.7,37.63404101954888,0.024973593496381438,617.6170427259013,Sparkling Lake,46.007733,-89.701183
SP,2014-11-10,10,11.815000000000001,3.41,3.7800000000000002,0.715,10.145,3.2199999999999998,112,7.33,686.5,7.645,6.4,33.806704044021686,0.02074484009523076,554.7427456257059,Sparkling Lake,46.007733,-89.701183
SP,2014-11-10,18,11.94,3.46,3.83,0.75,10.16,3.08,115,7.12,703,8.4,6.3,34.3759272236456,0.012966578569371726,563.7657574916327,Sparkling Lake,46.007733,-89.701183
SP,2015-02-24,0,10.82,3.54,3.62,0.74,10.97,2.73,125,7.39,786,8.35,0.4,36.809997539987386,0.02132494892032205,603.9726946407409,Sparkling Lake,46.007733,-89.701183
SP,2015-02-24,10,9.905000000000001,3.175,3.175,0.665,9.649999999999999,1.21,114,7.125,716.5,8.625,3.5,34.87127364369481,0.012176776063922442,571.852315478296,Sparkling Lake,46.007733,-89.701183
SP,2015-02-24,18,15.6,3.61,3.76,0.86,10.02,0.2,140,6.94,1051,17.51,4.2,64.21604260167267,0.014980753020468422,1052.8264314034307,Sparkling Lake,46.007733,-89.701183
SP,2015-04-23,0,14.57,3.48,4.43,0.73,10.11,2.48,111,7.45,326,7.86,6.1,35.84191603508659,0.02872642885042387,588.3875766263112,Sparkling Lake,46.007733,-89.701183
SP,2015-04-23,10,14.39,3.465,4.4399999999999995,0.725,9.100000000000001,2.29,111,7.475,423,7.855,5.6,35.978857819035746,0.0300738972429957,590.6794293815954,Sparkling Lake,46.007733,-89.701183
SP,2015-04-23,18,15.15,3.58,4.74,0.77,10.73,2.36,120,6.85,506,10.8,4.3,37.25775612642151,0.007087605743894231,610.71897113152,Sparkling Lake,46.007733,-89.701183
SP,2015-08-11,0,11.115,3.2300000000000004,3.625,0.635,10.530000000000001,2.74,113,8.129999999999999,709.5,6.48,22.6,32.175759498493946,0.1899950977392842,534.7826357212205,Sparkling Lake,46.007733,-89.701183
SP,2015-08-11,5,11.13,3.22,3.6,0.66,10.48,2.74,NA,8.15,701,6.51,22.4,32.33960526967523,0.19909729312833183,537.8065446537712,Sparkling Lake,46.007733,-89.701183
SP,2015-08-11,10,11.27,3.23,3.51,0.65,10.15,2.74,113,7.92,714,6.75,11.2,33.073076342773845,0.09087626021599775,545.31752956097,Sparkling Lake,46.007733,-89.701183
SP,2015-08-11,12,11.32,3.23,3.55,0.65,10.16,2.74,NA,7.47,713,7.14,8.5,32.886348042581005,0.029673957286034107,540.0000647577742,Sparkling Lake,46.007733,-89.701183
SP,2015-08-11,15,11.16,3.25,3.58,0.65,10.19,2.67,NA,6.89,728,8.36,6.7,30.21701662046245,0.006794410274249296,495.33659093157286,Sparkling Lake,46.007733,-89.701183
SP,2015-08-11,18,11.62,3.29,3.58,0.7,10.24,2.29,117,6.71,749,9.72,5.8,30.340203139676166,0.004383975076156634,497.2023658713165,Sparkling Lake,46.007733,-89.701183
SP,2015-11-17,0,11.37,3.2800000000000002,3.5949999999999998,0.63,11.059999999999999,2.425,115.5,7.42,699,7.9350000000000005,8.2,36.1170843328798,0.028788660540981705,592.9044418529915,Sparkling Lake,46.007733,-89.701183
SP,2015-11-17,10,11.35,3.28,3.56,0.64,10.96,2.35,115,7.38,701,8.06,8.1,36.316496220427034,0.02632229954141201,596.0803952396165,Sparkling Lake,46.007733,-89.701183
SP,2015-11-17,18,11.96,3.3,3.5,0.73,10.67,0.45,124,6.8,839,14.29,6.2,48.23567047983388,0.008681611536079858,790.6710328121364,Sparkling Lake,46.007733,-89.701183
SP,2017-02-22,0,11.6,3.34,3.65,0.65,11.11,2.5,118,7.51,713,8.5,1,38.764701482537916,0.03022078321969798,636.3260063604793,Sparkling Lake,46.007733,-89.701183
SP,2017-02-22,10,11.89,3.44,3.77,0.66,11.23,2.48,117,7.1,702,9.44,4,37.81837077935212,0.012670660559189952,620.1636475165047,Sparkling Lake,46.007733,-89.701183
SP,2017-02-22,18,12.52,3.58,3.88,0.69,12.06,2.68,127,6.77,773,11.780000000000001,4.3,38.16279460063182,0.0060384159501047354,625.485903297364,Sparkling Lake,46.007733,-89.701183
SP,2017-04-17,0,10.88,3.25,3.39,0.63,10.95,2.74,112,7.74,663,8.22,7.2,39.46470845644393,0.06378389317931901,649.0137607288166,Sparkling Lake,46.007733,-89.701183
SP,2017-04-17,10,11,3.25,3.4,0.64,11.08,2.85,113,7.4,654,8.71,5.5,39.167171691915634,0.02746040296965408,642.8290568833278,Sparkling Lake,46.007733,-89.701183
SP,2017-04-17,18,11.14,3.3049999999999997,3.41,0.645,11.16,2.92,115,7.145,675.5,9.23,4.8,37.913975281351235,0.014454571357533261,621.80193906507,Sparkling Lake,46.007733,-89.701183
SP,2017-08-09,0,12.06,3.5,4.16,0.64,11.35,2.38,112,7.95,714,7.69,22.6,37.93227748000475,0.14798663911908697,627.3366181300903,Sparkling Lake,46.007733,-89.701183
SP,2017-08-09,5,11.93,3.48,4.01,0.59,11.26,2.38,NA,8.01,687,7.7,21.3,38.07269706379159,0.16573980118741324,630.2582476388098,Sparkling Lake,46.007733,-89.701183
SP,2017-08-09,8,12.09,3.47,3.84,0.57,10.99,2.44,113,7.9,691,7.93,11.5,38.806989246177515,0.10268484083583186,639.6774696550438,Sparkling Lake,46.007733,-89.701183
SP,2017-08-09,10,12.19,3.52,3.7,0.62,10.99,2.47,NA,7.36,696,8.64,8.4,38.757402624831776,0.027066581244606366,636.1057771579876,Sparkling Lake,46.007733,-89.701183
SP,2017-08-09,15,12.17,3.51,3.85,0.57,10.99,2.48,NA,7.01,706,9.61,6.7,37.332498283938705,0.011065912660438828,612.1299717403102,Sparkling Lake,46.007733,-89.701183
SP,2017-08-09,18,12.399999999999999,3.5549999999999997,3.7800000000000002,0.625,10.895,2.1399999999999997,116,6.75,719.5,11.129999999999999,6.4,36.157106084380565,0.005835807036998478,592.6018829142652,Sparkling Lake,46.007733,-89.701183
SP,2017-11-13,0,11.74,3.41,3.7,0.69,11.31,2.61,115,7.3,681,8.8,5.6,38.4532099837553,0.021482011209218124,630.9088119341097,Sparkling Lake,46.007733,-89.701183
SP,2017-11-13,10,11.875,3.43,3.72,0.695,11.32,2.835,114,7.295,680,8.844999999999999,5.5,38.57398548842111,0.021236317366434478,632.8786065989516,Sparkling Lake,46.007733,-89.701183
SP,2017-11-13,18,11.88,3.41,3.82,0.69,11.27,2.59,114,7.29,681,8.85,5.4,38.51906956354445,0.020897780074100335,631.9659363442004,Sparkling Lake,46.007733,-89.701183
SP,2018-02-22,0,13.67,4.06,4.52,0.85,12.69,2.88,130,7.66,775,9.2,0.3,43.16276775386533,0.04640132826329042,708.9665684808961,Sparkling Lake,46.007733,-89.701183
SP,2018-02-22,10,12.71,3.68,4,0.76,11.35,2.7,116,7.19,692,8.98,2.7,37.21619333251744,0.014702888115582268,610.3790886167544,Sparkling Lake,46.007733,-89.701183
SP,2018-02-22,18,13.98,3.71,3.95,0.86,11.18,0.74,137,7.015000000000001,948.5,15.54,3.7,59.42329536383766,0.016212209907986108,974.3400741259743,Sparkling Lake,46.007733,-89.701183
SP,2018-05-15,0,11.65,3.38,3.89,0.71,11.21,2.38,112,7.64,657,8.01,11.1,38.154169790678665,0.054866337599307854,627.2496580912905,Sparkling Lake,46.007733,-89.701183
SP,2018-05-15,10,12.065,3.49,4.005,0.72,11.425,2.45,116,7.125,687.5,9.129999999999999,4.6,37.13043682138418,0.013433057319975274,608.9216286002356,Sparkling Lake,46.007733,-89.701183
SP,2018-05-15,18,12.45,3.64,4.17,0.75,11.98,2.42,121,6.91,727,10.35,4.1,37.18926244075659,0.008070718517857465,609.6489869682929,Sparkling Lake,46.007733,-89.701183
SP,2018-11-12,0,11.67,3.42,3.63,0.67,11.8,2.54,115,7.32,688,8.61,5,37.78162276523726,0.021688862460963045,619.9110256008862,Sparkling Lake,46.007733,-89.701183
SP,2018-11-12,10,11.6,3.39,3.57,0.67,11.37,2.49,115,7.29,691,8.49,5,36.89796863190582,0.019767813023197304,605.3589172661418,Sparkling Lake,46.007733,-89.701183
SP,2018-11-12,18,11.71,3.39,3.5999999999999996,0.6799999999999999,11.39,2.6050000000000004,115,7.279999999999999,677.5,8.61,4.9,37.280568269226464,0.01945650835616202,611.6165610385109,Sparkling Lake,46.007733,-89.701183
TB,1985-08-21,0,0.99,0.355,0.16,0.47,0.22999999999999998,2.615,20,4.51,12,0.93,16.5,0.05907403579047824,7.261971315854838e-8,-29.93463032446495,Trout Bog,46.04125,-89.686283
TB,1986-02-25,0.5,1.42,0.43,0.2,0.63,0.29,2.47,NA,4.46,6,3.73,NA,NA,NA,NA,Trout Bog,46.04125,-89.686283
TB,1986-02-25,3,1.3599999999999999,0.42,0.155,0.6,0.26,2.21,23,4.495,5,3.92,3.3,0.1795748771699663,1.4604212538647557e-7,-29.04587144503817,Trout Bog,46.04125,-89.686283
TB,1986-02-25,7,1.37,0.41,0.16,0.61,0.26,1.53,22,4.72,36,4.61,3.9,0.3580178502317453,4.98425439477523e-7,-13.18700257791931,Trout Bog,46.04125,-89.686283
TB,1986-04-21,7,1.54,0.4,0.15,0.69,0.28,0.21,23,5.35,69,5.18,3.8,1.630383809467322,9.651209059517491e-6,22.25396946659869,Trout Bog,46.04125,-89.686283
TB,1986-08-13,7,1.65,0.44,0.17,0.68,0.25,0.55,25,5.46,104,7.64,4.3,3.080870481169691,2.38757100905622e-5,47.02584714156786,Trout Bog,46.04125,-89.686283
TB,1987-02-23,5,1.335,0.4,0.15000000000000002,0.575,0.29,2.33,NA,4.81,1,4.04,4,0.3856496666140344,6.626579327927713e-7,-9.167681233811935,Trout Bog,46.04125,-89.686283
TB,1987-02-23,7,1.44,0.39,0.16,0.55,0.93,1.62,21,5.04,30,4.72,4.1,0.7571971403763192,2.216683050761945e-6,3.2897414093363717,Trout Bog,46.04125,-89.686283
TB,1987-04-13,7,1.57,0.43,0.17,0.7,0.54,0.62,23,5.53,59,5.6,4.1,2.6043304584677096,2.35608375911684e-5,39.73213028644021,Trout Bog,46.04125,-89.686283
TB,1987-08-12,5,1.41,0.405,0.15000000000000002,0.635,0.27,1.085,NA,5.2,22,4.045,4,0.9226118528921883,3.891485986150754e-6,8.811369478017323,Trout Bog,46.04125,-89.686283
TB,1987-08-12,7,1.61,0.42,0.15,0.67,0.32,0.51,23,5.56,105,6.22,4,3.0720218610199743,2.9683885176127787e-5,47.59427380644502,Trout Bog,46.04125,-89.686283
TB,1987-11-02,3,1.37,0.39,0.165,0.625,0.215,2.41,21,4.78,3,2.76,5,0.2526056625430279,4.1821465668201207e-7,-12.455827476693784,Trout Bog,46.04125,-89.686283
TB,1987-11-02,7,1.69,0.42,0.18,0.72,0.33,0.46,24,5.37,89,8.05,4.9,2.717915636546098,1.7450921037667372e-5,40.278724396832594,Trout Bog,46.04125,-89.686283
TB,1988-03-01,0,1.65,0.47,0.22,0.75,0.61,3.19,25,5.01,4,3.7,0.2,0.4993084194166561,1.197529149660627e-6,-1.5891228039028291,Trout Bog,46.04125,-89.686283
